Token,Signature,Sender,Receiver,Amount
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,47gw6kiYRQbFLt2Quuwy5HfCBaDmVNfB83BxxDp2Mmc5J4N6YfGYZxPP4BgCFNeYMFxs7ToTFfBnBq1tR28a3LV5,3ucNos4NbumPLZNWztqGHNFFgkHeRMBQAVemeeomsUxv,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,0.9651169999999638
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3RMgFg3mXkcHceDNJ62i8a2ZNL8LgarkgDDhho8FsRR7WA35GtJguByGUsUAMP9rjt7SP6nfvurTkug8wLYqVSPC,8ekCy2jHHUbW2yeNGFWYJT9Hm9FW7SvZcZK66dSZCDiF,55BrDTCLWayM16GwrMEQU57o4PTm6ceF9wavSdNZcEiy,30.953026999995927
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3RMgFg3mXkcHceDNJ62i8a2ZNL8LgarkgDDhho8FsRR7WA35GtJguByGUsUAMP9rjt7SP6nfvurTkug8wLYqVSPC,8ekCy2jHHUbW2yeNGFWYJT9Hm9FW7SvZcZK66dSZCDiF,HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR,30.956699000002118
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4em3J5bEXNybFqAaN4eivfgQB1mKEXt4HqzFFmffVsLBxhp9F7UCF9ESyk9HC2mAkKk3NXhMfKLDRZJgvQq7J2H1,8ekCy2jHHUbW2yeNGFWYJT9Hm9FW7SvZcZK66dSZCDiF,HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR,43.790124999999534
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,vfvwFySGNQMSLJbFcuKpi31FGnRvWw8EhWFfvy8AD2exCNTvvsbzgYxnVUj5xGDGHXwfgCuXdK7SDUx8MhJ8VsY,Eb1DdWzQqXbdSY4ay8ms9u6cRYoDNhFtqm4K2QTCkms3,9yj3zvLS3fDMqi1F8zhkaWfq8TZpZWHe6cz1Sgt7djXf,0.04250000000001819
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,vfvwFySGNQMSLJbFcuKpi31FGnRvWw8EhWFfvy8AD2exCNTvvsbzgYxnVUj5xGDGHXwfgCuXdK7SDUx8MhJ8VsY,Eb1DdWzQqXbdSY4ay8ms9u6cRYoDNhFtqm4K2QTCkms3,FGQoLafigpyVb7mLa6pvsDDpDaEE3JetrzQoAggTo3n7,4.9575000000186265
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4myhav1HEyPShQvZazvi5fj5RtrDyc83bhoDVzJXgq6tMP8AJDtBu8byn6YEiXK2VtnTo7nkmMCVw9RXxkfuNBzg,FGQoLafigpyVb7mLa6pvsDDpDaEE3JetrzQoAggTo3n7,5yzC7zTpV6CCp2ZhR3SNdonCnGyY37h53KeN5wrwBWv5,0.0025819999999612264
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4myhav1HEyPShQvZazvi5fj5RtrDyc83bhoDVzJXgq6tMP8AJDtBu8byn6YEiXK2VtnTo7nkmMCVw9RXxkfuNBzg,FGQoLafigpyVb7mLa6pvsDDpDaEE3JetrzQoAggTo3n7,EEUNhHsRoUVgJUFpkupmdF4v7uLUw1zhYLp7u9s8zFqG,479.7707999999402
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5AE2iR6bzcwNkpwDNSrAyZKs8367DRRt97mmHR63GsqJkbDcytiZzCs6yNriXMdxkES5CLXirbmhxk5TB42TYdcq,8ekCy2jHHUbW2yeNGFWYJT9Hm9FW7SvZcZK66dSZCDiF,8TxrtAxqA5PA2Y1d2pxzCz9SoDhjrBcYqNAQKVv6p443,354.0711809999775
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2vpVt9528ntq7mNhvy4zQ7TdDn2YBzCekApumzYdtWqeLw4hFULxP2qK25EAkCzW3czjwQpAbPcRVKJBkrTGKhRq,8FnX3xo2yYw3EUE6w3nQA4GfXGS9wpK6oj3veJpbFzLo,7wozcsqbiUBgwD1TE8yRbCRZBMzZ4YAYJxgLksWNJjxZ,3.808437000028789
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4c7fkuBUWBsftEryqk3b3yWK2v7Ve5BoN4z3VZ3a1MboRaEzqg7fg2buBgYAfhCa1rQ3WB7tzd4TYgaMVPJsrha6,8FnX3xo2yYw3EUE6w3nQA4GfXGS9wpK6oj3veJpbFzLo,GHigB15jr7wZ8GitjD4Hf5naqyUJfMbKa1n1PmSiBhUc,0.0019160000001647859
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4c7fkuBUWBsftEryqk3b3yWK2v7Ve5BoN4z3VZ3a1MboRaEzqg7fg2buBgYAfhCa1rQ3WB7tzd4TYgaMVPJsrha6,8FnX3xo2yYw3EUE6w3nQA4GfXGS9wpK6oj3veJpbFzLo,9p7abUFv31ycgu9kckvnoqMMvBy67dqTDM2m6HP9xokN,6.31297799999993
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2AQa2bifyGZpdRjTaDcnNs16S8s9B6ewN4d8HvCRRXcPS5Ne392ZrwrqdNcmZXsfiToHgGtWwP4tsiTixXm7yHU8,FksffEqnBRixYGR791Qw2MgdU7zNCpHVFYBL4Fa4qVuH,avg1twbiWyaGiaw8o7gF9uYho5CvBRSwt6xJZuEZuME,0.010487999999895692
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2AQa2bifyGZpdRjTaDcnNs16S8s9B6ewN4d8HvCRRXcPS5Ne392ZrwrqdNcmZXsfiToHgGtWwP4tsiTixXm7yHU8,FksffEqnBRixYGR791Qw2MgdU7zNCpHVFYBL4Fa4qVuH,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,141.1394679999794
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,26XMsn2rNhgMbRMfsMABowf2gnCqh6F4ProUJmF155K85JEspHmwcD3rHJVk73bHvkPXxEzvsnNmqgggHEENqkDK,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ucNos4NbumPLZNWztqGHNFFgkHeRMBQAVemeeomsUxv,579.4904840001836
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3Hc8Gr6FpnvHhpQL11of7qbTw4weCLQcnY69hgUEaAmaaEcGLjcGNJ7S79JuCmSq9NT88kC2D9P8P7V1KGTqbEuZ,8FnX3xo2yYw3EUE6w3nQA4GfXGS9wpK6oj3veJpbFzLo,GHigB15jr7wZ8GitjD4Hf5naqyUJfMbKa1n1PmSiBhUc,0.02531700000008641
